layer,head,delta_prefix_mass_head,clean_prefix_mass_head,corrupt_prefix_mass_head
1,9.0,0.003337860107421875,0.03482818603515625,0.031490325927734375
1,10.0,0.0058441162109375,0.09517669677734375,0.08933258056640625
1,11.0,0.026580810546875,0.1672210693359375,0.1406402587890625
1,12.0,0.05266571044921875,0.170684814453125,0.11801910400390625
1,13.0,0.0049591064453125,0.08675765991210938,0.08179855346679688
1,14.0,0.021331787109375,0.2011260986328125,0.1797943115234375
1,15.0,0.0047454833984375,0.09246063232421875,0.08771514892578125
1,16.0,0.000278472900390625,0.061847686767578125,0.0615692138671875
1,17.0,0.002124786376953125,0.08346176147460938,0.08133697509765625
1,18.0,0.022705078125,0.12169647216796875,0.09899139404296875
1,19.0,-0.0008729100227355957,0.0020779967308044434,0.002950906753540039
1,20.0,0.005873680114746094,0.026839256286621094,0.020965576171875
1,21.0,-0.0002655982971191406,0.013545513153076172,0.013811111450195312
1,22.0,0.0129547119140625,0.119598388671875,0.1066436767578125
1,23.0,0.03153228759765625,0.11479949951171875,0.0832672119140625
1,24.0,0.0108184814453125,0.1372833251953125,0.12646484375
1,25.0,0.00786590576171875,0.08514404296875,0.07727813720703125
1,26.0,-0.00017559528350830078,0.0017544031143188477,0.0019299983978271484
1,27.0,-0.0067462921142578125,0.019947052001953125,0.026693344116210938
1,28.0,0.0220794677734375,0.1154937744140625,0.093414306640625
1,29.0,0.0008640289306640625,0.008066177368164062,0.0072021484375
1,30.0,0.00927734375,0.108489990234375,0.099212646484375
1,31.0,0.02960205078125,0.11606597900390625,0.08646392822265625
2,0.0,0.004604339599609375,0.07250213623046875,0.06789779663085938
2,1.0,0.00331878662109375,0.03867912292480469,0.03536033630371094
2,2.0,0.01129913330078125,0.10988616943359375,0.0985870361328125
2,3.0,0.022308349609375,0.22119140625,0.198883056640625
2,4.0,0.018707275390625,0.192230224609375,0.17352294921875
2,5.0,0.00540924072265625,0.08305740356445312,0.07764816284179688
