sample_id,task,layer,clean_mean_logprob,corrupt_mean_logprob,patched_mean_logprob,clean_sum_logprob,corrupt_sum_logprob,patched_sum_logprob,recovery_mean,recovery_sum,patch_window
2,strategyqa,28,-2.5742592811584473,-1.7846014499664307,-1.8035218715667725,-18.019813537597656,-12.492209434509277,-12.624652862548828,0.02396027886076117,0.023960367965780285,6
2,strategyqa,29,-2.5742592811584473,-1.7846014499664307,-1.7904455661773682,-18.019813537597656,-12.492209434509277,-12.53311824798584,0.007400821031716749,0.007400821909028213,6
2,strategyqa,30,-2.5742592811584473,-1.7846014499664307,-1.7853797674179077,-18.019813537597656,-12.492209434509277,-12.497657775878906,0.0009856388812842414,0.000985660564301524,6
2,strategyqa,31,-2.5742592811584473,-1.7846014499664307,-1.7846014499664307,-18.019813537597656,-12.492209434509277,-12.492209434509277,-0.0,-0.0,6
3,strategyqa,0,-2.6765265464782715,-1.9515752792358398,-2.6685967445373535,-18.735685348510742,-13.661026000976562,-18.68017578125,0.9890616205411089,0.989061421946066,6
3,strategyqa,1,-2.6765265464782715,-1.9515752792358398,-2.7467103004455566,-18.735685348510742,-13.661026000976562,-19.226970672607422,1.0968117004641802,1.0968114904704913,6
3,strategyqa,2,-2.6765265464782715,-1.9515752792358398,-2.6729063987731934,-18.735685348510742,-13.661026000976562,-18.710344314575195,0.9950063708850602,0.9950063595898714,6
3,strategyqa,3,-2.6765265464782715,-1.9515752792358398,-2.7032792568206787,-18.735685348510742,-13.661026000976562,-18.922954559326172,1.0369027849460792,1.0369028162009444,6
3,strategyqa,4,-2.6765265464782715,-1.9515752792358398,-2.662848472595215,-18.735685348510742,-13.661026000976562,-18.639938354492188,0.9811324364963719,0.9811323327045084,6
3,strategyqa,5,-2.6765265464782715,-1.9515752792358398,-2.589769124984741,-18.735685348510742,-13.661026000976562,-18.12838363647461,0.8803265590247572,0.8803266068434801,6
3,strategyqa,6,-2.6765265464782715,-1.9515752792358398,-2.5323777198791504,-18.735685348510742,-13.661026000976562,-17.726642608642578,0.8011606778262113,0.8011604991087999,6
3,strategyqa,7,-2.6765265464782715,-1.9515752792358398,-2.5329508781433105,-18.735685348510742,-13.661026000976562,-17.730655670166016,0.8019512941034219,0.8019513032311093,6
3,strategyqa,8,-2.6765265464782715,-1.9515752792358398,-2.3073737621307373,-18.735685348510742,-13.661026000976562,-16.151615142822266,0.4907895245927059,0.490789425690967,6
3,strategyqa,9,-2.6765265464782715,-1.9515752792358398,-2.3374953269958496,-18.735685348510742,-13.661026000976562,-16.36246681213379,0.532339304062968,0.5323393417123207,6
3,strategyqa,10,-2.6765265464782715,-1.9515752792358398,-2.286703586578369,-18.735685348510742,-13.661026000976562,-16.00692367553711,0.46227702068865956,0.46227687782101223,6
3,strategyqa,11,-2.6765265464782715,-1.9515752792358398,-2.2470340728759766,-18.735685348510742,-13.661026000976562,-15.729238510131836,0.4075567711462456,0.40755691596043875,6
3,strategyqa,12,-2.6765265464782715,-1.9515752792358398,-2.243697166442871,-18.735685348510742,-13.661026000976562,-15.705879211425781,0.40295383212135394,0.40295378949374566,6
3,strategyqa,13,-2.6765265464782715,-1.9515752792358398,-2.247899055480957,-18.735685348510742,-13.661026000976562,-15.7352933883667,0.4087499308191741,0.4087500755071455,6
3,strategyqa,14,-2.6765265464782715,-1.9515752792358398,-2.1817612648010254,-18.735685348510742,-13.661026000976562,-15.272327423095703,0.31751925838540734,0.3175191308313684,6
3,strategyqa,15,-2.6765265464782715,-1.9515752792358398,-2.176482915878296,-18.735685348510742,-13.661026000976562,-15.235380172729492,0.31023828760289257,0.31023839573001205,6
3,strategyqa,16,-2.6765265464782715,-1.9515752792358398,-2.1604652404785156,-18.735685348510742,-13.661026000976562,-15.123255729675293,0.2881434567577013,0.2881434262756326,6
3,strategyqa,17,-2.6765265464782715,-1.9515752792358398,-2.133087396621704,-18.735685348510742,-13.661026000976562,-14.931611061096191,0.25037837450796313,0.2503783950031643,6
3,strategyqa,18,-2.6765265464782715,-1.9515752792358398,-2.144319534301758,-18.735685348510742,-13.661026000976562,-15.010236740112305,0.2658720198638985,0.2658721796666129,6
3,strategyqa,19,-2.6765265464782715,-1.9515752792358398,-2.1359779834747314,-18.735685348510742,-13.661026000976562,-14.951845169067383,0.25436565892763924,0.25436567900103424,6
3,strategyqa,20,-2.6765265464782715,-1.9515752792358398,-2.0838255882263184,-18.735685348510742,-13.661026000976562,-14.586777687072754,0.18242648408326378,0.18242637082039523,6
3,strategyqa,21,-2.6765265464782715,-1.9515752792358398,-2.0930376052856445,-18.735685348510742,-13.661026000976562,-14.651263236999512,0.19513356882488742,0.19513373611086846,6
3,strategyqa,22,-2.6765265464782715,-1.9515752792358398,-2.1233749389648438,-18.735685348510742,-13.661026000976562,-14.86362361907959,0.23698098046273508,0.2369809553930333,6
3,strategyqa,23,-2.6765265464782715,-1.9515752792358398,-2.097945213317871,-18.735685348510742,-13.661026000976562,-14.685616493225098,0.20190313847967237,0.2019033050495154,6
